idx,R,G,B,A,ver,hem,network,parcel,sub_idx,Ri,Ant,Sup,net_idx
34,0,0,0.509803921568627,1,17networks,LH,DefaultC,PHC,1,-18,-37,-12,15
35,0,0,0.509803921568627,1,17networks,LH,DefaultC,PHC,2,-30,-33,-18,15
36,0,0,0.509803921568627,1,17networks,LH,DefaultC,RSC,1,-13,-61,19,15
37,0,0,0.509803921568627,1,17networks,LH,DefaultC,RSC,2,-8,-52,9,15
38,0,0,0.509803921568627,1,17networks,LH,DefaultC,RSC,3,-13,-49,4,15
39,0,0,0.509803921568627,1,17networks,LH,DefaultC,pCun,1,-5,-64,52,15
40,0,0,0.509803921568627,1,17networks,LH,DefaultC,pCun,2,-3,-68,41,15
41,0,0,0.509803921568627,1,17networks,LH,DefaultC,pCun,3,-7,-51,43,15
226,0,0,0.509803921568627,1,17networks,RH,DefaultC,IPL,1,45,-75,31,15
227,0,0,0.509803921568627,1,17networks,RH,DefaultC,IPL,2,48,-64,22,15
228,0,0,0.509803921568627,1,17networks,RH,DefaultC,IPL,3,55,-46,19,15
229,0,0,0.509803921568627,1,17networks,RH,DefaultC,PFCd,1,26,34,39,15
230,0,0,0.509803921568627,1,17networks,RH,DefaultC,PHC,1,18,-36,-12,15
231,0,0,0.509803921568627,1,17networks,RH,DefaultC,PHC,2,31,-31,-18,15
232,0,0,0.509803921568627,1,17networks,RH,DefaultC,RSC,1,17,-63,28,15
233,0,0,0.509803921568627,1,17networks,RH,DefaultC,RSC,2,12,-55,15,15
234,0,0,0.509803921568627,1,17networks,RH,DefaultC,RSC,3,14,-46,4,15
235,0,0,0.509803921568627,1,17networks,RH,DefaultC,pCun,1,7,-50,45,15
236,0,0,0.509803921568627,1,17networks,RH,DefaultC,pCun,2,5,-64,44,15
109,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPL,1,-61,-23,33,16
110,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPL,2,-55,-32,45,16
111,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPS,1,-33,-46,41,16
112,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPS,2,-29,-58,50,16
113,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPS,3,-23,-65,46,16
114,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,IPS,4,-32,-84,27,16
115,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,PFCd,1,-21,5,65,16
116,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,PrCd,1,-30,-8,52,16
117,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,PrCv,1,-49,6,26,16
118,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,SPL,1,-7,-59,63,16
119,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,SPL,2,-15,-71,57,16
120,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,TempOcc,1,-55,-62,-1,16
121,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,TempOcc,2,-49,-56,-15,16
122,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,TempOcc,3,-45,-42,-21,16
123,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,TempPole,1,-25,6,-39,16
124,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,LH,DorsAttnA,TempPole,2,-26,-9,-33,16
313,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,IPS,1,44,-37,50,16
314,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,IPS,2,36,-44,45,16
315,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,PrCd,1,27,-3,52,16
316,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,PrCv,1,49,8,25,16
317,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,SPL,1,7,-54,59,16
318,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,SPL,2,14,-64,65,16
319,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,SPL,3,21,-69,53,16
320,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,SPL,4,19,-79,50,16
321,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,TempOcc,1,59,-55,-2,16
322,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,TempOcc,2,50,-49,-18,16
323,0.290196078431373,0.607843137254902,0.235294117647059,1,17networks,RH,DorsAttnA,TempPole,1,28,-1,-40,16
125,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,FrMed,1,-4,-9,59,17
126,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,ParOper,1,-61,-18,19,17
127,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PostC,1,-55,-20,41,17
128,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PostC,2,-46,-29,44,17
129,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PostC,3,-39,-37,49,17
130,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PrCd,1,-14,-11,73,17
131,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PrCd,2,-23,-11,65,17
132,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,PrCv,1,-50,3,38,17
133,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,SPL,1,-36,-52,56,17
134,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,SPL,2,-30,-46,63,17
135,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,SPL,3,-20,-57,66,17
136,0,0.462745098039216,0.0549019607843137,1,17networks,LH,DorsAttnB,SPL,4,-13,-50,72,17
324,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,IPL,1,61,-14,30,17
325,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,IPL,2,57,-23,44,17
326,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PostC,1,54,-17,40,17
327,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PostC,2,45,-28,42,17
328,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PostC,3,35,-36,51,17
329,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PrCd,1,29,-11,65,17
330,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PrCd,2,25,-3,64,17
331,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PrCd,3,17,-6,69,17
332,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,PrCv,1,61,6,30,17
333,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,SPL,1,31,-41,64,17
334,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,SPL,2,24,-50,68,17
335,0,0.462745098039216,0.0549019607843137,1,17networks,RH,DorsAttnB,SPL,3,16,-47,74,17
